709.952	500.000	-500.000	6.587112e-02	8.874285e-03	-8.874285e-03
1709.952	500.000	-500.000	5.399164e-02	1.925255e-02	-1.572648e-02
6709.952	500.000	-500.000	8.057398e-02	1.595572e-02	-1.595572e-02
162709.952	500.000	-500.000	4.722595e-02	7.747787e-03	-7.747787e-03
163709.952	500.000	-500.000	3.422108e-02	2.534459e-02	-1.706928e-02
167709.952	500.000	-500.000	6.763309e-02	2.232520e-02	-1.839196e-02
168709.952	500.000	-500.000	9.316606e-02	1.274529e-02	-1.274529e-02
515709.952	500.000	-500.000	3.516248e-02	9.053088e-03	-9.053088e-03
526709.952	500.000	-500.000	6.866054e-02	1.112709e-02	-1.112709e-02
532709.952	500.000	-500.000	8.024549e-02	1.225866e-02	-1.225866e-02
533709.952	500.000	-500.000	3.893669e-02	2.105637e-02	-1.555227e-02
711709.952	500.000	-500.000	6.154819e-02	1.575697e-02	-1.575697e-02
712709.952	500.000	-500.000	4.601832e-02	1.145021e-02	-1.145021e-02
717709.952	500.000	-500.000	2.534478e-02	1.086785e-02	-8.565627e-03
718709.952	500.000	-500.000	2.086971e-02	1.558523e-02	-1.049647e-02
723709.952	500.000	-500.000	6.405354e-02	1.238141e-02	-1.238141e-02
1127709.952	500.000	-500.000	6.107205e-02	8.900169e-03	-8.900169e-03
1133709.952	500.000	-500.000	3.546845e-02	7.311810e-03	-7.311810e-03
1134709.952	500.000	-500.000	4.638820e-02	3.393489e-02	-2.285475e-02
1323709.952	500.000	-500.000	8.317816e-02	1.277011e-02	-1.277011e-02
1324709.952	500.000	-500.000	7.064347e-02	1.256692e-02	-1.256692e-02
1329709.952	500.000	-500.000	5.582537e-02	9.024150e-03	-9.024150e-03
1330709.952	500.000	-500.000	2.399936e-02	1.062548e-02	-8.234662e-03
1479709.952	500.000	-500.000	5.804914e-02	8.718982e-02	-4.249197e-02
1480709.952	500.000	-500.000	5.513108e-02	8.280688e-02	-4.035595e-02
1658709.952	500.000	-500.000	6.372684e-02	2.057490e-02	-1.707763e-02
1659709.952	500.000	-500.000	8.295913e-02	1.148978e-02	-1.148978e-02
1664709.952	500.000	-500.000	6.603301e-02	1.040689e-02	-1.040689e-02
1665709.952	500.000	-500.000	6.818689e-02	1.268138e-02	-1.268138e-02
1919709.952	500.000	-500.000	4.932172e-02	8.044541e-03	-8.044541e-03
1920709.952	500.000	-500.000	1.067966e-01	4.372109e-02	-3.445930e-02
1924709.952	500.000	-500.000	6.624135e-02	2.475743e-02	-2.001442e-02
1925709.952	500.000	-500.000	5.403326e-02	9.050741e-03	-9.050741e-03
2329709.952	500.000	-500.000	7.546225e-02	4.633309e-02	-3.296296e-02
2330709.952	500.000	-500.000	4.826703e-02	8.139135e-03	-8.139135e-03
2335709.952	500.000	-500.000	9.389758e-02	1.633943e-02	-1.633943e-02
2336709.952	500.000	-500.000	8.560878e-02	1.579286e-02	-1.579286e-02
2521709.952	500.000	-500.000	3.689181e-02	1.512230e-02	-1.191882e-02
2526709.952	500.000	-500.000	5.564818e-02	1.249008e-02	-1.249008e-02
2527709.952	500.000	-500.000	4.715014e-02	1.066277e-02	-1.066277e-02
2532709.952	500.000	-500.000	7.680735e-02	1.153857e-02	-1.153857e-02
2533709.952	500.000	-500.000	9.067405e-02	1.812526e-02	-1.812526e-02
2943709.952	500.000	-500.000	5.918154e-02	1.056668e-02	-1.056668e-02
2948709.952	500.000	-500.000	3.280849e-02	1.624687e-02	-1.233251e-02
2949709.952	500.000	-500.000	7.424912e-02	1.547428e-02	-1.547428e-02
3185709.952	500.000	-500.000	9.964667e-02	2.983668e-02	-2.493162e-02
3191709.952	500.000	-500.000	8.013917e-02	1.935530e-02	-1.935530e-02
3197709.952	500.000	-500.000	5.330556e-02	1.037862e-02	-1.037862e-02
3198709.952	500.000	-500.000	7.627633e-02	1.093099e-02	-1.093099e-02
3203709.952	500.000	-500.000	8.423554e-02	2.492387e-02	-2.083760e-02
3769709.952	500.000	-500.000	8.239547e-02	2.505622e-02	-2.093705e-02
3770709.952	500.000	-500.000	4.939732e-02	7.689181e-03	-7.689181e-03
3771709.952	500.000	-500.000	9.222230e-02	8.795933e-02	-5.380818e-02
3775709.952	500.000	-500.000	7.910391e-02	1.485161e-02	-1.485161e-02
3776709.952	500.000	-500.000	5.042708e-02	1.568623e-02	-1.301993e-02
4134709.952	500.000	-500.000	4.092222e-02	9.438328e-03	-9.438328e-03
4139709.952	500.000	-500.000	1.036110e-01	2.644295e-02	-2.644295e-02
4140709.952	500.000	-500.000	4.011075e-02	1.254262e-02	-1.048065e-02
4354709.952	500.000	-500.000	6.034875e-02	9.184773e-03	-9.184773e-03
4355709.952	500.000	-500.000	3.973240e-02	1.387946e-02	-1.133063e-02
4383709.952	500.000	-500.000	7.187247e-02	5.408674e-02	-3.642679e-02
4384709.952	500.000	-500.000	5.492989e-02	1.931100e-02	-1.577423e-02
4389709.952	500.000	-500.000	5.172846e-02	2.519013e-02	-1.910547e-02
4390709.952	500.000	-500.000	4.604953e-02	2.963583e-02	-2.108395e-02
4718709.952	500.000	-500.000	7.377894e-02	1.326639e-02	-1.326639e-02
4723709.952	500.000	-500.000	3.758255e-02	1.731722e-02	-1.342071e-02
4724709.952	500.000	-500.000	9.373883e-02	1.445176e-02	-1.445176e-02
4729709.952	500.000	-500.000	6.259565e-02	1.331435e-02	-1.331435e-02
4730709.952	500.000	-500.000	4.458704e-02	1.477764e-02	-1.216710e-02
4972709.952	500.000	-500.000	7.504737e-02	1.309696e-02	-1.309696e-02
4978709.952	500.000	-500.000	6.383911e-02	1.503442e-02	-1.503442e-02
4984709.952	500.000	-500.000	6.201590e-02	1.618088e-02	-1.618088e-02
4989709.952	500.000	-500.000	8.847374e-02	2.117849e-02	-2.117849e-02
4990709.952	500.000	-500.000	8.069038e-02	1.895244e-02	-1.895244e-02
5331709.952	500.000	-500.000	5.372313e-02	1.203316e-02	-1.203316e-02
5621709.952	500.000	-500.000	7.021426e-02	1.301986e-02	-1.301986e-02
5622709.952	500.000	-500.000	7.791603e-02	1.560540e-02	-1.560540e-02
5910709.952	500.000	-500.000	6.019378e-02	1.208172e-02	-1.208172e-02
5911709.952	500.000	-500.000	7.126713e-02	1.332414e-02	-1.332414e-02
5916709.952	500.000	-500.000	8.696935e-02	1.209425e-02	-1.209425e-02
5917709.952	500.000	-500.000	7.585103e-02	1.790935e-02	-1.790935e-02
6175709.952	500.000	-500.000	6.989058e-02	1.036522e-02	-1.036522e-02
6176709.952	500.000	-500.000	6.677468e-02	4.182112e-02	-2.975299e-02
6180709.952	500.000	-500.000	1.584823e-01	2.380404e-01	-1.160090e-01
6181709.952	500.000	-500.000	9.667021e-02	1.140242e-02	-1.140242e-02
6186709.952	500.000	-500.000	9.588828e-02	2.438332e-02	-2.438332e-02
6187709.952	500.000	-500.000	7.343809e-02	1.579455e-02	-1.579455e-02
6192709.952	500.000	-500.000	8.351063e-02	1.665149e-02	-1.665149e-02
6193709.952	500.000	-500.000	6.698077e-02	2.436916e-02	-1.968808e-02
6198709.952	500.000	-500.000	5.273928e-02	1.134163e-02	-1.134163e-02
6204709.952	500.000	-500.000	5.694590e-02	9.918181e-03	-9.918181e-03
6210709.952	500.000	-500.000	9.443166e-02	1.648728e-02	-1.648728e-02
6539709.952	500.000	-500.000	6.328401e-02	1.708060e-02	-1.708060e-02
6540709.952	500.000	-500.000	7.786764e-02	1.060060e-02	-1.060060e-02
6545709.952	500.000	-500.000	9.649876e-02	1.682871e-02	-1.682871e-02
6546709.952	500.000	-500.000	8.308734e-02	1.252908e-02	-1.252908e-02
6551709.952	500.000	-500.000	7.901910e-02	1.395162e-02	-1.395162e-02
6552709.952	500.000	-500.000	8.518653e-02	1.641630e-02	-1.641630e-02
6771709.952	500.000	-500.000	1.066953e-01	1.329296e-02	-1.329296e-02
6772709.952	500.000	-500.000	9.196310e-02	2.281337e-02	-2.281337e-02
6777709.952	500.000	-500.000	8.537957e-02	1.053917e-02	-1.053917e-02
6778709.952	500.000	-500.000	8.098114e-02	1.592197e-02	-1.592197e-02
7153709.952	500.000	-500.000	7.685476e-02	1.785866e-02	-1.785866e-02
7159709.952	500.000	-500.000	6.692733e-02	1.654701e-02	-1.654701e-02
7165709.952	500.000	-500.000	7.787439e-02	1.770050e-02	-1.770050e-02
7170709.952	500.000	-500.000	6.834253e-02	1.837357e-02	-1.837357e-02
7171709.952	500.000	-500.000	7.456423e-02	5.343770e-02	-3.598967e-02
7176709.952	500.000	-500.000	9.317925e-02	1.773178e-02	-1.773178e-02
7182709.952	500.000	-500.000	1.047056e-01	1.917194e-02	-1.917194e-02
7292709.952	500.000	-500.000	8.627841e-02	1.380253e-02	-1.380253e-02
7297709.952	500.000	-500.000	1.080668e-01	2.367159e-02	-2.367159e-02
7298709.952	500.000	-500.000	1.142550e-01	2.063027e-02	-2.063027e-02
7303709.952	500.000	-500.000	9.736739e-02	1.669133e-02	-1.669133e-02
7304709.952	500.000	-500.000	8.006327e-02	3.059991e-02	-2.445095e-02
7309709.952	500.000	-500.000	7.818563e-02	1.342477e-02	-1.342477e-02
7720709.952	500.000	-500.000	9.981206e-02	1.515088e-02	-1.515088e-02
7721709.952	500.000	-500.000	6.500925e-02	1.337606e-02	-1.337606e-02
7725709.952	500.000	-500.000	1.265583e-01	2.254935e-02	-2.254935e-02
7726709.952	500.000	-500.000	8.632372e-02	1.509343e-02	-1.509343e-02
7968709.952	500.000	-500.000	1.091473e-01	1.658388e-02	-1.658388e-02
7969709.952	500.000	-500.000	4.171895e-02	2.508352e-02	-1.784528e-02
7974709.952	500.000	-500.000	8.684847e-02	1.353532e-02	-1.353532e-02
7980709.952	500.000	-500.000	1.051718e-01	1.413198e-02	-1.413198e-02
7985709.952	500.000	-500.000	4.131726e-02	2.697286e-02	-1.918942e-02
7986709.952	500.000	-500.000	1.000698e-01	1.614968e-02	-1.614968e-02
8315709.952	500.000	-500.000	5.500116e-02	1.072808e-02	-1.072808e-02
8316709.952	500.000	-500.000	5.470580e-02	1.131072e-02	-1.131072e-02
8321709.952	500.000	-500.000	2.473446e-02	6.743666e-03	-6.743666e-03
8322709.952	500.000	-500.000	5.528996e-02	1.912787e-02	-1.562463e-02
8611709.952	500.000	-500.000	1.170606e-01	1.792144e-02	-1.792144e-02
8612709.952	500.000	-500.000	9.321093e-02	1.213379e-02	-1.213379e-02
8617709.952	500.000	-500.000	9.855666e-02	1.307313e-02	-1.307313e-02
8618709.952	500.000	-500.000	1.098976e-01	1.632166e-02	-1.632166e-02
8917709.952	500.000	-500.000	1.079380e-01	1.222235e-02	-1.222235e-02
8918709.952	500.000	-500.000	1.330461e-01	5.393079e-02	-4.250620e-02
8923709.952	500.000	-500.000	1.087754e-01	1.642841e-02	-1.642841e-02
8924709.952	500.000	-500.000	1.327642e-01	2.501013e-02	-2.501013e-02
9217709.952	500.000	-500.000	1.146720e-01	4.206740e-02	-3.400815e-02
9218709.952	500.000	-500.000	7.236895e-02	1.354873e-02	-1.354873e-02
9223709.952	500.000	-500.000	9.825421e-02	4.774798e-02	-3.624406e-02
9224709.952	500.000	-500.000	6.878222e-02	9.372249e-03	-9.372249e-03
9593709.952	500.000	-500.000	8.923313e-02	1.974131e-02	-1.974131e-02
9599709.952	500.000	-500.000	8.230681e-02	1.648774e-02	-1.648774e-02
9604709.952	500.000	-500.000	6.168666e-02	2.267204e-02	-1.832854e-02
9605709.952	500.000	-500.000	9.207420e-02	1.038110e-02	-1.038110e-02
