! PC Upper limit
161709.952  500.000 -500.000    2.1894e-01  0.0000e+00  0.0000e+00
2942709.952 500.000 -500.000    2.0932e-01  0.0000e+00  0.0000e+00
3186709.952 500.000 -500.000    3.8669e-01  0.0000e+00  0.0000e+00
4983709.952 500.000 -500.000    1.9309e-01  0.0000e+00  0.0000e+00
5332709.952 500.000 -500.000    3.9909e-01  0.0000e+00  0.0000e+00
7164709.952 500.000 -500.000    1.9110e-01  0.0000e+00  0.0000e+00
11631709.952    500.000 -500.000    6.9524e-01  0.0000e+00  0.0000e+00
12913709.952    500.000 -500.000    4.9257e-02  0.0000e+00  0.0000e+00
12919709.952    500.000 -500.000    5.1082e-02  0.0000e+00  0.0000e+00
13411709.952    500.000 -500.000    4.0736e-02  0.0000e+00  0.0000e+00
13417709.952    500.000 -500.000    3.0321e-01  0.0000e+00  0.0000e+00
13838709.952    500.000 -500.000    2.1070e-02  0.0000e+00  0.0000e+00
14060709.952    500.000 -500.000    3.8501e-02  0.0000e+00  0.0000e+00
22839709.952    500.000 -500.000    1.2461e-01  0.0000e+00  0.0000e+00
23718709.952    500.000 -500.000    3.7060e-01  0.0000e+00  0.0000e+00
23722709.952    500.000 -500.000    2.1667e-01  0.0000e+00  0.0000e+00
24944709.952    500.000 -500.000    1.5915e+00  0.0000e+00  0.0000e+00
25543709.952    500.000 -500.000    1.3269e-01  0.0000e+00  0.0000e+00
28881709.952    500.000 -500.000    5.0080e-01  0.0000e+00  0.0000e+00
30154709.952    500.000 -500.000    3.4429e-01  0.0000e+00  0.0000e+00
30719709.952    500.000 -500.000    1.3671e+00  0.0000e+00  0.0000e+00
30953709.952    500.000 -500.000    1.5925e+00  0.0000e+00  0.0000e+00
32541709.952    500.000 -500.000    2.7973e+00  0.0000e+00  0.0000e+00
32767709.952    500.000 -500.000    1.1785e-01  0.0000e+00  0.0000e+00
33439709.952    500.000 -500.000    3.3790e-01  0.0000e+00  0.0000e+00
34635709.952    500.000 -500.000    2.8791e-01  0.0000e+00  0.0000e+00
35000709.952    500.000 -500.000    1.7183e-02  0.0000e+00  0.0000e+00
35001709.952    500.000 -500.000    1.2894e-01  0.0000e+00  0.0000e+00
35547709.952    500.000 -500.000    5.1226e+00  0.0000e+00  0.0000e+00
35549709.952    500.000 -500.000    1.8128e-01  0.0000e+00  0.0000e+00
35856709.952    500.000 -500.000    3.4387e-01  0.0000e+00  0.0000e+00
36157709.952    500.000 -500.000    2.5274e-01  0.0000e+00  0.0000e+00
37000709.952    500.000 -500.000    4.0784e-01  0.0000e+00  0.0000e+00
39225709.952    500.000 -500.000    7.7841e-01  0.0000e+00  0.0000e+00
41621709.952    500.000 -500.000    1.2640e+00  0.0000e+00  0.0000e+00
43043709.952    500.000 -500.000    2.1980e-01  0.0000e+00  0.0000e+00
43742709.952    500.000 -500.000    1.3212e-01  0.0000e+00  0.0000e+00
44674709.952    500.000 -500.000    3.8525e-01  0.0000e+00  0.0000e+00
53389709.952    500.000 -500.000    8.4058e-02  0.0000e+00  0.0000e+00
53395709.952    500.000 -500.000    3.5806e-02  0.0000e+00  0.0000e+00
54615709.952    500.000 -500.000    3.7430e-01  0.0000e+00  0.0000e+00
56732709.952    500.000 -500.000    2.5231e-01  0.0000e+00  0.0000e+00
56743709.952    500.000 -500.000    2.7187e-01  0.0000e+00  0.0000e+00
59118709.952    500.000 -500.000    6.8773e-02  0.0000e+00  0.0000e+00
59120709.952    500.000 -500.000    8.1943e-02  0.0000e+00  0.0000e+00
59731709.952    500.000 -500.000    4.1015e-01  0.0000e+00  0.0000e+00
