! PC Upper limit
64396709.952    500.000 -500.000    2.1835e-01  0.0000e+00  0.0000e+00
66225709.952    500.000 -500.000    7.5088e-02  0.0000e+00  0.0000e+00
66815709.952    500.000 -500.000    1.0407e+00  0.0000e+00  0.0000e+00
67452709.952    500.000 -500.000    4.3535e-01  0.0000e+00  0.0000e+00
68027709.952    500.000 -500.000    1.6666e+00  0.0000e+00  0.0000e+00
72878709.952    500.000 -500.000    1.1634e-01  0.0000e+00  0.0000e+00
73509709.952    500.000 -500.000    5.7716e-01  0.0000e+00  0.0000e+00
77119709.952    500.000 -500.000    4.1406e-02  0.0000e+00  0.0000e+00
77123709.952    500.000 -500.000    8.8365e-02  0.0000e+00  0.0000e+00
85079709.952    500.000 -500.000    1.5367e+00  0.0000e+00  0.0000e+00
87433709.952    500.000 -500.000    1.1464e-01  0.0000e+00  0.0000e+00
88624709.952    500.000 -500.000    2.5368e-01  0.0000e+00  0.0000e+00
88630709.952    500.000 -500.000    2.7557e-01  0.0000e+00  0.0000e+00
90397709.952    500.000 -500.000    5.0574e-01  0.0000e+00  0.0000e+00
91022709.952    500.000 -500.000    6.2558e-01  0.0000e+00  0.0000e+00
91627709.952    500.000 -500.000    2.6580e-01  0.0000e+00  0.0000e+00
97206709.952    500.000 -500.000    1.0199e-01  0.0000e+00  0.0000e+00
97219709.952    500.000 -500.000    3.2819e-01  0.0000e+00  0.0000e+00
97478709.952    500.000 -500.000    4.5441e-02  0.0000e+00  0.0000e+00
97479709.952    500.000 -500.000    6.1711e-02  0.0000e+00  0.0000e+00
97862709.952    500.000 -500.000    8.1842e+00  0.0000e+00  0.0000e+00
98131709.952    500.000 -500.000    2.2850e-02  0.0000e+00  0.0000e+00
98462709.952    500.000 -500.000    7.1182e+00  0.0000e+00  0.0000e+00
98900709.952    500.000 -500.000    5.8949e+00  0.0000e+00  0.0000e+00
98901709.952    500.000 -500.000    4.9025e-01  0.0000e+00  0.0000e+00
98902709.952    500.000 -500.000    3.1049e-01  0.0000e+00  0.0000e+00
99506709.952    500.000 -500.000    5.7627e-01  0.0000e+00  0.0000e+00
99945709.952    500.000 -500.000    1.9904e-01  0.0000e+00  0.0000e+00
99947709.952    500.000 -500.000    2.2400e-01  0.0000e+00  0.0000e+00
100206709.952   500.000 -500.000    1.5171e-02  0.0000e+00  0.0000e+00
100241709.952   500.000 -500.000    2.8497e-02  0.0000e+00  0.0000e+00
100385709.952   500.000 -500.000    2.0599e-01  0.0000e+00  0.0000e+00
100651709.952   500.000 -500.000    2.5998e-01  0.0000e+00  0.0000e+00
100692709.952   500.000 -500.000    3.7882e-02  0.0000e+00  0.0000e+00
100789709.952   500.000 -500.000    3.5712e-02  0.0000e+00  0.0000e+00
100934709.952   500.000 -500.000    1.6677e-02  0.0000e+00  0.0000e+00
100935709.952   500.000 -500.000    4.3499e-02  0.0000e+00  0.0000e+00
101963709.952   500.000 -500.000    8.7350e-02  0.0000e+00  0.0000e+00
101964709.952   500.000 -500.000    1.6414e-02  0.0000e+00  0.0000e+00
103392709.952   500.000 -500.000    1.5874e-01  0.0000e+00  0.0000e+00
103461709.952   500.000 -500.000    1.5251e-01  0.0000e+00  0.0000e+00
104061709.952   500.000 -500.000    4.3554e-01  0.0000e+00  0.0000e+00
104062709.952   500.000 -500.000    9.7404e-01  0.0000e+00  0.0000e+00
105173709.952   500.000 -500.000    1.7216e-01  0.0000e+00  0.0000e+00
105512709.952   500.000 -500.000    3.0595e-01  0.0000e+00  0.0000e+00
119904709.952   500.000 -500.000    3.6858e+00  0.0000e+00  0.0000e+00
119906709.952   500.000 -500.000    1.1307e+01  0.0000e+00  0.0000e+00
120241709.952   500.000 -500.000    1.2384e-01  0.0000e+00  0.0000e+00
120759709.952   500.000 -500.000    3.2442e-01  0.0000e+00  0.0000e+00
124023709.952   500.000 -500.000    4.5864e+00  0.0000e+00  0.0000e+00
128989709.952   500.000 -500.000    1.4826e-01  0.0000e+00  0.0000e+00
129520709.952   500.000 -500.000    8.8853e-02  0.0000e+00  0.0000e+00
132864709.952   500.000 -500.000    8.3938e-01  0.0000e+00  0.0000e+00
179868709.952   500.000 -500.000    2.4735e-01  0.0000e+00  0.0000e+00
180509709.952   500.000 -500.000    1.8397e-01  0.0000e+00  0.0000e+00
181736709.952   500.000 -500.000    6.2092e-02  0.0000e+00  0.0000e+00
182933709.952   500.000 -500.000    3.2331e-01  0.0000e+00  0.0000e+00
182935709.952   500.000 -500.000    8.8978e-02  0.0000e+00  0.0000e+00
184140709.952   500.000 -500.000    1.2402e-01  0.0000e+00  0.0000e+00
186349709.952   500.000 -500.000    2.8133e-01  0.0000e+00  0.0000e+00
189639709.952   500.000 -500.000    1.2481e-01  0.0000e+00  0.0000e+00

